Sucursal_Oficial,Sueldo_Normalizado
"056-Pueyrredon",42147
"350-Concepcion de Tucuman",14050
"350-Concepcion de Tucuman",16083
"286-Villa Mercedes",17079
"221-La Rioja",27728
"070-Cordoba",22539
"383-Alto Bariloche",13125
"253-Villa Regina",24256
"383-Alto Bariloche",20873
"257-Catriel",21862
"104-Mataderos",18798
"105-Tapiales",20518
"080-Rosario",14787
"024-P. Centenario",9259
"212-Neuquen",18219
"216-Salta",40728
"216-Salta",44801
"216-Salta",34689
"216-Salta",30469
"227-Jujuy",20446
"251-Cipolletti",21543
"203-Santa Fe",15941
"145-San Martin",30031
"256-Cinco Saltos",95031
"361-Carmen de Patagones",14883
"306-Concepcion del Uruguay",18942
"255-Bariloche",30537
"265-Allen",12625
"147-Cabildo",19906
"115-Paseo Colon",25559
"112-Alvarez Jonte",13891
"205-Mar del Plata",18822
"290-Mar del Plata Pu",28682
"205-Mar del Plata",31186
"207-Parana",15531
"312-Avenida Callao",50969
"080-Rosario",24659
"301-Neuquen Sur",11837
"256-Cinco Saltos",38628
"042-San Justo",39704
"278-Roca Centro",46422
"284-Sgo del Estero",17944
"354-Rafaela",22606
"354-Rafaela",32115
"354-Rafaela",32184
"285-Formosa",19451
"143-San Miguel",22705
"211-Tucuman",23760
"080-Rosario",20168
"360-Orono",20246
"143-San Miguel",26024
"131-Quilmes",10860
"351-M del Plata-Luro",24285
"258-Río Colorado",45842
"350-Concepcion de Tucuman",14550
"080-Rosario",20343
"070-Cordoba",14712
"308-Suc. La Plata - Calle 44",24214
"342-Orán",3000
"339-Tortuguitas",39551
"106-Botanico",61093
"043-Tigre",7461
"203-Santa Fe",28291
"354-Rafaela",14683
"306-Concepcion del Uruguay",6099
"351-M del Plata-Luro",19894
"024-P. Centenario",16886
"220-Gral. Roca",21740
"263-El Bolsón",33352
"070-Cordoba",24055
"070-Cordoba",22055
"070-Cordoba",6567
"024-P. Centenario",22971
"070-Cordoba",14416
"056-Pueyrredon",48641
"056-Pueyrredon",32794
"144-Martinez",32611
"056-Pueyrredon",35345
"324-Calle Florida",44510
"080-Rosario",10677
"306-Concepcion del Uruguay",35454
"128-Moron",24955
"275-Esquel",44841
"251-Cipolletti",38855
"206-La Plata",10602
"250-Viedma",33585
"290-Mar del Plata Pu",17586
"044-Villa Ballester",3000
"018-Beiro",15563
"115-Paseo Colon",23746
"147-Cabildo",30702
"147-Cabildo",15857
"030-Libertador",6666
"312-Avenida Callao",30957
"105-Tapiales",38297
"080-Rosario",51912
"207-Parana",43119
"282-Av. Fuerza Aerea",34615
"203-Santa Fe",16381
"288-Puerto Madryn",20506
"250-Viedma",19073
"263-El Bolsón",9149
"299-Viedma Centro",41014
"043-Tigre",31670
"252-S. Antonio Oeste",30188
"049-Dardo Rocha",26859
"010-Casa Central",25431
"344-Berazategui",38533
"044-Villa Ballester",21046
"057-Pilar",12221
"080-Rosario",7474
"282-Av. Fuerza Aerea",27877
"043-Tigre",19381
"216-Salta",11545
"100-Microcentro",21980
"261-Ing. Jacobacci",39345
"070-Cordoba",51874
"070-Cordoba",28517
"144-Martinez",36156
"044-Villa Ballester",21573
"309-Suc. Paso de los Libres",40349
"309-Suc. Paso de los Libres",38433
"305-Corrientes 3 de Abril",15867
"381-Jose C. Paz",20203
"256-Cinco Saltos",136944
"263-El Bolsón",11494
"315-Barracas",18769
"027-Av. San Juan",56501
"329-Panamericana",12844
"046-Avellaneda",100
"250-Viedma",27838
"299-Viedma Centro",20394
"250-Viedma",67808
"250-Viedma",42637
"250-Viedma",27439
"250-Viedma",33381
"299-Viedma Centro",32254
"361-Carmen de Patagones",18015
"299-Viedma Centro",11572
"361-Carmen de Patagones",24270
"299-Viedma Centro",10504
"252-S. Antonio Oeste",5327
"252-S. Antonio Oeste",29112
"299-Viedma Centro",26392
"250-Viedma",8439
"250-Viedma",48858
"250-Viedma",27264
"220-Gral. Roca",28969
"250-Viedma",11445
"299-Viedma Centro",5133
"250-Viedma",26135
"299-Viedma Centro",13903
"299-Viedma Centro",26533
"299-Viedma Centro",22574
"250-Viedma",27667
"250-Viedma",24216
"250-Viedma",19788
"250-Viedma",17607
"250-Viedma",29333
"299-Viedma Centro",15657
"250-Viedma",11673
"361-Carmen de Patagones",28404
"250-Viedma",17321
"299-Viedma Centro",29559
"299-Viedma Centro",5225
"252-S. Antonio Oeste",22920
"300-Mendoza Barrio Civico",14487
"060-Mendoza",33514
"060-Mendoza",40143
"285-Formosa",14051
"210-San Juan",18357
"040-Monte Grande",32619
"128-Moron",26540
"258-Río Colorado",14527
"207-Parana",26295
"223-Rio Gallegos",51392
"324-Calle Florida",39641
"110-Saenz Pena",34572
"261-Ing. Jacobacci",14625
"294-Sierra Grande",16533
"323-Barrio Norte",70198
"253-Villa Regina",10033
"292-Bariloche Onelli",21885
"292-Bariloche Onelli",11834
"252-S. Antonio Oeste",28890
"045-San Nicolas",54155
"257-Catriel",34687
"274-SM.de los Andes",29015
"329-Panamericana",23236
"227-Jujuy",42275
"257-Catriel",35247
"217-Cdoro Rivadavia",34818
"104-Mataderos",76325
"117-Malabia",35109
"312-Avenida Callao",37351
"119-Once",29049
"100-Microcentro",9209
"203-Santa Fe",57975
"306-Concepcion del Uruguay",39471
"306-Concepcion del Uruguay",32862
"205-Mar del Plata",21679
"060-Mendoza",38326
"010-Casa Central",16639
"376-Dep.Bridgestone Argentina",28489
"267-Puerto Deseado",14938
"134-Av.Emilio Castro",13689
"366-Coronel Suarez",14137
"366-Coronel Suarez",18245
"366-Coronel Suarez",13536
"366-Coronel Suarez",12855
"366-Coronel Suarez",13248
"366-Coronel Suarez",13544
"366-Coronel Suarez",13306
"366-Coronel Suarez",14026
"366-Coronel Suarez",14163
"134-Av.Emilio Castro",11834
"264-Choele Choel",20045
"264-Choele Choel",27149
"383-Alto Bariloche",33590
"227-Jujuy",37980
"290-Mar del Plata Pu",35106
"070-Cordoba",11952
"340-Venado Tuerto",35372
"041-Munro",23057
"080-Rosario",18605
"080-Rosario",20329
"128-Moron",12118
"316-Belgrano",24665
"119-Once",19404
"250-Viedma",53264
"701-ALTA RENTA PERON",66828
"010-Casa Central",27705
"106-Botanico",54474
"020-Abasto",8825
"115-Paseo Colon",8947
"143-San Miguel",4000
"116-Olleros",6592
"147-Cabildo",57455
"110-Saenz Pena",19246
"275-Esquel",28844
"206-La Plata",12062
"060-Mendoza",45033
"300-Mendoza Barrio Civico",13658
"060-Mendoza",26051
"128-Moron",33007
"329-Panamericana",60370
"200-Congreso",29107
"323-Barrio Norte",15079
"258-Río Colorado",42793
"236-Liniers",31415
"292-Bariloche Onelli",34877
"224-Catamarca",16647
"224-Catamarca",17846
"050-Campana",16337
"050-Campana",28478
"050-Campana",15505
"051-Escobar",16428
"216-Salta",42105
"060-Mendoza",36483
"057-Pilar",16175
"285-Formosa",15366
"218-Corrientes",26021
"110-Saenz Pena",12614
"256-Cinco Saltos",10030
"256-Cinco Saltos",43243
"250-Viedma",877
"326-San Isidro",37423
"042-San Justo",87532
"057-Pilar",12897
"305-Corrientes 3 de Abril",15761
"305-Corrientes 3 de Abril",16474
"350-Concepcion de Tucuman",28350
"350-Concepcion de Tucuman",19900
"369-Pilar Industrial",47141
"103-Boedo",35857
"040-Monte Grande",43558
"341-Villa María",23690
"225-San Luis",30336
"255-Bariloche",29588
"326-San Isidro",4445
"363-PLOTTIER",19284
"307-Ferreyra",6232
"355-C. de las Rosas",15241
"070-Cordoba",6688
"070-Cordoba",13318
"070-Cordoba",24096
"070-Cordoba",27844
"070-Cordoba",15290
"223-Rio Gallegos",48974
"252-S. Antonio Oeste",38642
"252-S. Antonio Oeste",20564
"252-S. Antonio Oeste",33735
"252-S. Antonio Oeste",18854
"252-S. Antonio Oeste",32998
"252-S. Antonio Oeste",22193
"252-S. Antonio Oeste",18797
"352-Chivilcoy",23794
"326-San Isidro",28302
"051-Escobar",18577
"057-Pilar",41911
"105-Tapiales",34557
"259-General Conesa",36184
"265-Allen",39958
"023-Irigoyen",25590
"116-Olleros",38099
"112-Alvarez Jonte",23509
"022-Flores",28952
"217-Cdoro Rivadavia",27160
"343-Luján",21524
"255-Bariloche",28436
"301-Neuquen Sur",14871
"256-Cinco Saltos",148887
"251-Cipolletti",5086
"301-Neuquen Sur",12431
"369-Pilar Industrial",16698
"133-Av.Entre Rios",31963
"045-San Nicolas",32702
"080-Rosario",38082
"057-Pilar",13935
"105-Tapiales",29542
"302-Vicente López",15282
"376-Dep.Bridgestone Argentina",40701
"701-ALTA RENTA PERON",201649
"046-Avellaneda",12450
"376-Dep.Bridgestone Argentina",66168
"258-Río Colorado",29492
"251-Cipolletti",16323
"264-Choele Choel",23548
"258-Río Colorado",15384
"250-Viedma",34692
"208-Resistencia",16349
"323-Barrio Norte",17570
"221-La Rioja",22977
"289-Rincon de los Sa",25498
"334-San Rafael",19354
"329-Panamericana",23950
"115-Paseo Colon",43977
"010-Casa Central",12407
"371-Colonia Caroya",24404
"371-Colonia Caroya",37850
"371-Colonia Caroya",23732
"022-Flores",35726
"294-Sierra Grande",22270
"334-San Rafael",17148
"212-Neuquen",14680
"362-RAWSON",22033
"342-Orán",1000
"324-Calle Florida",27009
"200-Congreso",12725
"287-Punta Alta",41398
"250-Viedma",39229
"287-Punta Alta",20000
"289-Rincon de los Sa",28164
"299-Viedma Centro",13715
"371-Colonia Caroya",17483
"284-Sgo del Estero",38613
"361-Carmen de Patagones",15363
"250-Viedma",23610
"361-Carmen de Patagones",27155
"361-Carmen de Patagones",23727
"210-San Juan",32101
"024-P. Centenario",25404
"255-Bariloche",35032
"300-Mendoza Barrio Civico",13698
"300-Mendoza Barrio Civico",14201
"147-Cabildo",40796
"255-Bariloche",28527
"214-Posadas",25150
"212-Neuquen",61478
"302-Vicente López",30241
"225-San Luis",6228
"045-San Nicolas",11241
"257-Catriel",11128
"351-M del Plata-Luro",5000
"335-Cerrito",36231
"263-El Bolsón",41789
"023-Irigoyen",13507
"221-La Rioja",29202
"221-La Rioja",127545
"221-La Rioja",10200
"221-La Rioja",30827
"221-La Rioja",24940
"221-La Rioja",12142
"221-La Rioja",200702
"221-La Rioja",28615
"369-Pilar Industrial",33470
"112-Alvarez Jonte",34455
"214-Posadas",18486
"010-Casa Central",31191
"101-Caballito",31176
"145-San Martin",11230
"145-San Martin",33214
"302-Vicente López",15390
"029-Villa Urquiza",12919
"326-San Isidro",20109
"030-Libertador",15490
"223-Rio Gallegos",38740
"216-Salta",35852
"216-Salta",26643
"216-Salta",28889
"317-Calle Tucuman",44986
"216-Salta",41299
"294-Sierra Grande",51853
"356-Chilecito",12784
"210-San Juan",15117
"257-Catriel",41182
"224-Catamarca",14625
"044-Villa Ballester",16989
"257-Catriel",49176
"258-Río Colorado",13837
"250-Viedma",12238
"229-Trelew",19221
"292-Bariloche Onelli",13390
"001-Areas Centrales",14542
"010-Casa Central",16187
"324-Calle Florida",19297
"220-Gral. Roca",27090
"027-Av. San Juan",34712
"217-Cdoro Rivadavia",51561
"257-Catriel",41136
"221-La Rioja",12995
"221-La Rioja",16203
"339-Tortuguitas",16131
"315-Barracas",88817
"046-Avellaneda",147342
"119-Once",41898
"336-Luján de Cuyo",10598
"133-Av.Entre Rios",15686
"354-Rafaela",26367
"366-Coronel Suarez",13523
"366-Coronel Suarez",12645
"366-Coronel Suarez",11696
"366-Coronel Suarez",13159
"366-Coronel Suarez",21847
"366-Coronel Suarez",10513
"366-Coronel Suarez",12606
"296-Rosario Sur",11472
"369-Pilar Industrial",15338
"223-Rio Gallegos",19182
"214-Posadas",24617
"305-Corrientes 3 de Abril",18596
"305-Corrientes 3 de Abril",12508
"026-Villa Luro",5466
"305-Corrientes 3 de Abril",18127
"305-Corrientes 3 de Abril",13494
"267-Puerto Deseado",15740
"218-Corrientes",36607
"305-Corrientes 3 de Abril",14204
"211-Tucuman",26669
"211-Tucuman",12593
"203-Santa Fe",47350
"115-Paseo Colon",38340
"070-Cordoba",25878
"282-Av. Fuerza Aerea",34627
"056-Pueyrredon",39029
"217-Cdoro Rivadavia",30453
"056-Pueyrredon",37036
"224-Catamarca",19183
"143-San Miguel",21847
"217-Cdoro Rivadavia",16015
"212-Neuquen",21807
"297-Comodoro Industrial",50829
"290-Mar del Plata Pu",77761
"351-M del Plata-Luro",27268
"205-Mar del Plata",22092
"362-RAWSON",23627
"316-Belgrano",22427
"160-Lavalle",74836
"323-Barrio Norte",26730
"203-Santa Fe",33642
"324-Calle Florida",27136
"203-Santa Fe",40349
"264-Choele Choel",41871
"220-Gral. Roca",8439
"261-Ing. Jacobacci",13834
"278-Roca Centro",15395
"203-Santa Fe",43909
"250-Viedma",5109
"203-Santa Fe",22603
"010-Casa Central",17041
"203-Santa Fe",23537
"203-Santa Fe",5898
"366-Coronel Suarez",13045
"252-S. Antonio Oeste",31490
"100-Microcentro",33001
"119-Once",33729
"283-Tandil",19043
"312-Avenida Callao",39921
"255-Bariloche",153101
"147-Cabildo",25842
"103-Boedo",43575
"316-Belgrano",117036
"147-Cabildo",9712
"292-Bariloche Onelli",32245
"046-Avellaneda",18122
"133-Av.Entre Rios",12510
"070-Cordoba",4527
"292-Bariloche Onelli",25390
"105-Tapiales",28121
"051-Escobar",10800
"049-Dardo Rocha",58510
"020-Abasto",12075
"049-Dardo Rocha",49842
"210-San Juan",29873
"273-V. La Angostura",31660
"210-San Juan",20121
"026-Villa Luro",16430
"333-Ramos Mejia",22785
"200-Congreso",13227
"376-Dep.Bridgestone Argentina",34969
"323-Barrio Norte",42677
"105-Tapiales",17926
"105-Tapiales",27163
"101-Caballito",52474
"163-Zarate",24372
"212-Neuquen",21585
"212-Neuquen",49425
"300-Mendoza Barrio Civico",18598
"060-Mendoza",37247
"367-Lamarque",34910
"367-Lamarque",32641
"258-Río Colorado",31930
"261-Ing. Jacobacci",37100
"288-Puerto Madryn",14730
"252-S. Antonio Oeste",11929
"104-Mataderos",27757
"024-P. Centenario",40200
"134-Av.Emilio Castro",11266
"207-Parana",59104
"053-Bahia Blanca",19254
"107-Villa Devoto",145589
"304-Avenida de Mayo",22838
"308-Suc. La Plata - Calle 44",12109
"350-Concepcion de Tucuman",13945
"350-Concepcion de Tucuman",14536
"350-Concepcion de Tucuman",12763
"350-Concepcion de Tucuman",13988
"350-Concepcion de Tucuman",16458
"350-Concepcion de Tucuman",13210
"350-Concepcion de Tucuman",16443
"220-Gral. Roca",8439
"350-Concepcion de Tucuman",34600
"049-Dardo Rocha",16104
"272-Caleta Olivia",46696
"284-Sgo del Estero",12854
"044-Villa Ballester",26795
"115-Paseo Colon",47933
"020-Abasto",12208
"290-Mar del Plata Pu",25205
"329-Panamericana",50
"290-Mar del Plata Pu",30863
"080-Rosario",41496
"340-Venado Tuerto",10948
"106-Botanico",25439
"022-Flores",26935
"250-Viedma",30698
"250-Viedma",23441
"315-Barracas",21520
"333-Ramos Mejia",63215
"057-Pilar",59652
"292-Bariloche Onelli",24094
"134-Av.Emilio Castro",11784
"047-Haedo",20676
"042-San Justo",49762
"160-Lavalle",12987
"302-Vicente López",10376
"030-Libertador",15250
"043-Tigre",20377
"043-Tigre",18803
"144-Martinez",33269
"046-Avellaneda",17147
"376-Dep.Bridgestone Argentina",73441
"383-Alto Bariloche",11011
"020-Abasto",12075
"022-Flores",20888
"329-Panamericana",51631
"134-Av.Emilio Castro",25580
"376-Dep.Bridgestone Argentina",32934
"040-Monte Grande",26238
"128-Moron",20705
"309-Suc. Paso de los Libres",33447
"355-C. de las Rosas",17136
"317-Calle Tucuman",12103
"046-Avellaneda",24303
"040-Monte Grande",16808
"040-Monte Grande",42559
"376-Dep.Bridgestone Argentina",39940
"080-Rosario",21147
"315-Barracas",6865
"110-Saenz Pena",25997
"337-Tribunales",24008
"298-Ezeiza",23028
"211-Tucuman",43031
"020-Abasto",45882
"289-Rincon de los Sa",24709
"344-Berazategui",21256
"326-San Isidro",22136
"203-Santa Fe",19767
"221-La Rioja",12338
"284-Sgo del Estero",29792
"110-Saenz Pena",37044
"229-Trelew",33079
"027-Av. San Juan",100683
"134-Av.Emilio Castro",16064
"023-Irigoyen",31372
"344-Berazategui",14570
"100-Microcentro",21894
"046-Avellaneda",16580
"131-Quilmes",22370
"326-San Isidro",20825
"041-Munro",21474
"046-Avellaneda",13869
"366-Coronel Suarez",19410
"227-Jujuy",3425
"106-Botanico",20319
"210-San Juan",7966
"214-Posadas",12292
"265-Allen",26457
"214-Posadas",35050
"274-SM.de los Andes",34610
"302-Vicente López",23522
"022-Flores",18364
"284-Sgo del Estero",28433
"160-Lavalle",21323
"281-Rio Grande",53270
"051-Escobar",60090
"020-Abasto",12075
"133-Av.Entre Rios",23150
"041-Munro",14832
"259-General Conesa",11916
"381-Jose C. Paz",42493
"010-Casa Central",14614
"115-Paseo Colon",7310
"288-Puerto Madryn",6934
"128-Moron",11089
"357-Tres Arroyos",19459
"259-General Conesa",17861
"357-Tres Arroyos",30828
"264-Choele Choel",8832
"264-Choele Choel",17333
"299-Viedma Centro",24766
"259-General Conesa",31173
"001-Areas Centrales",23739
"259-General Conesa",29164
"263-El Bolsón",41823
"252-S. Antonio Oeste",27743
"250-Viedma",18273
"265-Allen",73211
"252-S. Antonio Oeste",12490
"252-S. Antonio Oeste",8439
"001-Areas Centrales",11734
"261-Ing. Jacobacci",8439
"261-Ing. Jacobacci",7861
"261-Ing. Jacobacci",10953
"018-Beiro",13390
"044-Villa Ballester",24199
"286-Villa Mercedes",21967
"360-Orono",35125
"324-Calle Florida",43801
"042-San Justo",17060
"042-San Justo",15779
"043-Tigre",49853
"255-Bariloche",118743
"133-Av.Entre Rios",38361
"010-Casa Central",25194
"051-Escobar",32618
"251-Cipolletti",20699
"379-San Lorenzo",20173
"323-Barrio Norte",19240
"145-San Martin",11475
"311-Almagro",15656
"296-Rosario Sur",17668
"365-San Francisco",36531
"253-Villa Regina",45343
"205-Mar del Plata",11096
"351-M del Plata-Luro",22806
"383-Alto Bariloche",18156
"267-Puerto Deseado",18190
"263-El Bolsón",37552
"339-Tortuguitas",49214
"049-Dardo Rocha",19084
"296-Rosario Sur",15766
"296-Rosario Sur",24213
"010-Casa Central",27066
"324-Calle Florida",32524
"216-Salta",42372
"211-Tucuman",76918
"304-Avenida de Mayo",863
"295-Moreno",18674
"128-Moron",29107
"147-Cabildo",13533
"147-Cabildo",17592
"022-Flores",19949
"101-Caballito",13619
"160-Lavalle",43622
"329-Panamericana",16637
"284-Sgo del Estero",22033
"256-Cinco Saltos",33316
"255-Bariloche",9120
"053-Bahia Blanca",13910
"273-V. La Angostura",13500
"053-Bahia Blanca",44256
"251-Cipolletti",22166
"053-Bahia Blanca",41518
"053-Bahia Blanca",25153
"308-Suc. La Plata - Calle 44",28263
"131-Quilmes",16900
"119-Once",26751
"312-Avenida Callao",53821
"107-Villa Devoto",24512
"291-Godoy Cruz",25248
"701-ALTA RENTA PERON",65335
"117-Malabia",44753
"267-Puerto Deseado",21744
"214-Posadas",25879
"044-Villa Ballester",23411
"110-Saenz Pena",11927
"217-Cdoro Rivadavia",6832
"305-Corrientes 3 de Abril",17733
"290-Mar del Plata Pu",34628
"250-Viedma",64350
"010-Casa Central",56665
"053-Bahia Blanca",42325
"053-Bahia Blanca",36230
"053-Bahia Blanca",68615
"229-Trelew",82559
"010-Casa Central",18787
"290-Mar del Plata Pu",8870
"060-Mendoza",21117
"042-San Justo",31328
"147-Cabildo",168496
"117-Malabia",9661
"290-Mar del Plata Pu",41842
"115-Paseo Colon",29179
"292-Bariloche Onelli",18362
"023-Irigoyen",25491
"317-Calle Tucuman",21853
"274-SM.de los Andes",34723
"017-Palermo",37317
"211-Tucuman",23192
"211-Tucuman",28333
"257-Catriel",36707
"251-Cipolletti",15258
"251-Cipolletti",1972
"251-Cipolletti",14597
"251-Cipolletti",12131
"251-Cipolletti",32889
"301-Neuquen Sur",23961
"001-Areas Centrales",11873
"251-Cipolletti",13584
"251-Cipolletti",46663
"251-Cipolletti",25757
"251-Cipolletti",9870
"251-Cipolletti",26218
"303-Cipolletti Esmeralda",28751
"303-Cipolletti Esmeralda",21291
"367-Lamarque",13156
"344-Berazategui",29954
"043-Tigre",1431
"047-Haedo",6852
"329-Panamericana",15001
"163-Zarate",22574
"163-Zarate",16825
"339-Tortuguitas",51787
